gene_id,symbol,name,chr,start,end,set
134957,STXBP5,syntaxin binding protein 5 (tomosyn),6,147525508,147708707,post
5110,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,6,150070579,150132556,post
25902,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,6,151186685,151423023,post
9590,AKAP12,A kinase (PRKA) anchor protein 12,6,151561134,151679692,post
23345,SYNE1,"spectrin repeat containing, nuclear envelope 1",6,152442822,152958534,post
26575,RGS17,regulator of G-protein signaling 17,6,153331857,153452384,post
51429,SNX9,sorting nexin 9,6,158244296,158366109,post
8871,SYNJ2,synaptojanin 2,6,158402919,158520208,post
7430,EZR,ezrin,6,159186773,159240444,post
6648,SOD2,"superoxide dismutase 2, mitochondrial",6,160100148,160114353,post
6950,TCP1,t-complex 1,6,160199530,160210741,post
10846,PDE10A,phosphodiesterase 10A,6,165740776,166075588,post
51660,BRP44L,brain protein 44-like,6,166778407,166796486,post
4301,MLLT4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4",6,168227602,168372703,post
60,ACTB,"actin, beta",7,5566782,5603415,post
6624,FSCN1,"fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)",7,5632454,5646286,post
9265,CYTH3,cytohesin 3,7,6201407,6312275,post
5879,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",7,6414154,6443608,post
3382,ICA1,"islet cell autoantigen 1, 69kDa",7,8152814,8302317,post
4697,NDUFA4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa",7,10971578,10979883,post
85477,SCIN,scinderin,7,12610203,12693228,post
1607,DGKB,"diacylglycerol kinase, beta 90kDa",7,14184674,15014402,post
51678,MPP6,"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",7,24612887,24729159,post
54205,CYCS,"cytochrome c, somatic",7,25159710,25164980,post
9805,SCRN1,secernin 1,7,29959719,30029905,post
358,AQP1,aquaporin 1 (Colton blood group),7,30811033,30965131,post
989,SEPT7,septin 7,7,35840542,35944917,post
273,AMPH,amphiphysin,7,38423305,38671167,post
27072,VPS41,vacuolar protein sorting 41 homolog (S. cerevisiae),7,38762563,38971994,post
5898,RALA,v-ral simian leukemia viral oncogene homolog A (ras related),7,39663082,39747723,post
23072,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",7,43152198,43602938,post
28988,DBNL,drebrin-like,7,44084232,44109055,post
5224,PGAM2,phosphoglycerate mutase 2 (muscle),7,44102326,44105186,post
816,CAMK2B,calcium/calmodulin-dependent protein kinase II beta,7,44256749,44374176,post
4967,OGDH,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide),7,44646171,44748668,post
5478,PPIA,peptidylprolyl isomerase A (cyclophilin A),7,44836279,44864163,post
5814,PURB,purine-rich element binding protein B,7,44915896,44924960,post
2887,GRB10,growth factor receptor-bound protein 10,7,50657760,50861159,post
55915,LANCL2,LanC lantibiotic synthetase component C-like 2 (bacterial),7,55433141,55501435,post
2631,GBAS,glioblastoma amplified sequence,7,56019486,56067874,post
908,CCT6A,"chaperonin containing TCP1, subunit 6A (zeta 1)",7,56119323,56131682,post
9031,BAZ1B,"bromodomain adjacent to zinc finger domain, 1B",7,72854728,72936608,post
6804,STX1A,syntaxin 1A (brain),7,73113536,73134002,post
7461,CLIP2,CAP-GLY domain containing linker protein 2,7,73703805,73820273,post
3092,HIP1,huntingtin interacting protein 1,7,75162621,75368280,post
5447,POR,P450 (cytochrome) oxidoreductase,7,75528518,75616173,post
4191,MDH2,"malate dehydrogenase 2, NAD (mitochondrial)",7,75677369,75696826,post
3315,HSPB1,heat shock 27kDa protein 1,7,75931861,75933612,post
7532,YWHAG,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",7,75956116,75988348,post
9863,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",7,77646393,79082890,post
2770,GNAI1,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1",7,79763271,79848718,post
781,CACNA2D1,"calcium channel, voltage-dependent, alpha 2/delta subunit 1",7,81575760,82073114,post
27445,PCLO,piccolo (presynaptic cytomatrix protein),7,82383321,82792200,post
2913,GRM3,"glutamate receptor, metabotropic 3",7,86273224,86494200,post
5243,ABCB1,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",7,87133175,87342611,post
53616,ADAM22,ADAM metallopeptidase domain 22,7,87563458,87832204,post
6717,SRI,sorcin,7,87834433,87856308,post
10142,AKAP9,A kinase (PRKA) anchor protein (yotiao) 9,7,91570181,91739989,post
55607,PPP1R9A,"protein phosphatase 1, regulatory (inhibitor) subunit 9A",7,94536514,94925725,post
1780,DYNC1I1,"dynein, cytoplasmic 1, intermediate chain 1",7,95401818,95727736,post
10165,SLC25A13,"solute carrier family 25, member 13 (citrin)",7,95749532,95951448,post
22853,LMTK2,lemur tyrosine kinase 2,7,97736197,97838945,post
10552,ARPC1A,"actin related protein 2/3 complex, subunit 1A, 41kDa",7,98923521,98992424,post
9551,ATP5J2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2",7,99046098,99063954,post
81628,TSC22D4,"TSC22 domain family, member 4",7,100060982,100076902,post
51412,ACTL6B,actin-like 6B,7,100240720,100254084,post
2783,GNB2,"guanine nucleotide binding protein (G protein), beta polypeptide 2",7,100271154,100276797,post
1174,AP1S1,"adaptor-related protein complex 1, sigma 1 subunit",7,100797678,100804877,post
7425,VGF,VGF nerve growth factor inducible,7,100805790,100808874,post
51024,FIS1,fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae),7,100882739,100895597,post
83787,ARMC10,armadillo repeat containing 10,7,102715328,102740205,post
6733,SRPK2,SRSF protein kinase 2,7,104751151,105039755,post
5577,PRKAR2B,"protein kinase, cAMP-dependent, regulatory, type II, beta",7,106685094,106802256,post
1738,DLD,dihydrolipoamide dehydrogenase,7,107531415,107572175,post
4897,NRCAM,neuronal cell adhesion molecule,7,107788082,108097161,post
9732,DOCK4,dedicator of cytokinesis 4,7,111366168,111846466,post
54329,GPR85,G protein-coupled receptor 85,7,112722336,112727833,post
830,CAPZA2,"capping protein (actin filament) muscle Z-line, alpha 2",7,116451124,116559315,post
83992,CTTNBP2,cortactin binding protein 2,7,117350705,117514193,post
5803,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1",7,121513143,121702090,post
4698,NDUFA5,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa",7,123177051,123198309,post
8976,WASL,Wiskott-Aldrich syndrome-like,7,123321989,123389121,post
381,ARF5,ADP-ribosylation factor 5,7,127228399,127231759,post
27044,SND1,staphylococcal nuclease and tudor domain containing 1,7,127292202,127732661,post
2318,FLNC,"filamin C, gamma",7,128470431,128499328,post
57464,FAM40B,"family with sequence similarity 40, member B",7,129073731,129128240,post
91584,PLXNA4,plexin A4,7,131808091,132333447,post
54927,CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3,7,132469629,132766848,post
60412,EXOC4,exocyst complex component 4,7,132937829,133751342,post
29062,WDR91,WD repeat domain 91,7,134868590,134896316,post
57670,KIAA1549,KIAA1549,7,138516126,138666064,post
55750,AGK,acylglycerol kinase,7,141250989,141355044,post
6742,SSBP1,single-stranded DNA binding protein 1,7,141438121,141487722,post
3792,KEL,"Kell blood group, metallo-endopeptidase",7,142638201,142659768,post
373156,GSTK1,glutathione S-transferase kappa 1,7,142941186,142967947,post
26047,CNTNAP2,contactin associated protein-like 2,7,145813453,148118090,post
11194,ABCB8,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",7,150725510,150744869,post
1020,CDK5,cyclin-dependent kinase 5,7,150750899,150755617,post
116988,AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",7,150782918,150841523,post
57180,ACTR3B,ARP3 actin-related protein 3 homolog B (yeast),7,152456834,152552463,post
1804,DPP6,dipeptidyl-peptidase 6,7,153584182,154685995,post
9690,UBE3C,ubiquitin protein ligase E3C,7,156931607,157062066,post
10049,DNAJB6,"DnaJ (Hsp40) homolog, subfamily B, member 6",7,157128075,157210133,post
9228,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",8,1449532,1656641,post
9920,KBTBD11,kelch repeat and BTB (POZ) domain containing 11,8,1922044,1955102,post
55326,AGPAT5,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)",8,6565878,6619019,post
83595,SOX7,SRY (sex determining region Y)-box 7,8,10581278,10697386,post
23362,PSD3,pleckstrin and Sec7 domain containing 3,8,18384813,18871196,post
526,ATP6V1B2,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2",8,20054878,20079212,post
11178,LZTS1,"leucine zipper, putative tumor suppressor 1",8,20103676,20161474,post
23039,XPO7,exportin 7,8,21777180,21864096,post
2039,EPB49,erythrocyte membrane protein band 4.9 (dematin),8,21911081,21940038,post
9796,PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein,8,22077217,22089854,post
6781,STC1,stanniocalcin 1,8,23699428,23712320,post
4741,NEFM,"neurofilament, medium polypeptide",8,24770525,24776606,post
4747,NEFL,"neurofilament, light polypeptide",8,24808468,24814624,post
80005,DOCK5,dedicator of cytokinesis 5,8,25042238,25275598,post
1808,DPYSL2,dihydropyrimidinase-like 2,8,26371842,26515694,post
2185,PTK2B,PTK2B protein tyrosine kinase 2 beta,8,27168999,27316903,post
1191,CLU,clusterin,8,27454434,27472371,post
1846,DUSP4,dual specificity phosphatase 4,8,29190581,29208190,post
11160,ERLIN2,ER lipid raft associated 2,8,37594117,37616619,post
11212,PROSC,proline synthetase co-transcribed homolog (bacterial),8,37620111,37637285,post
6867,TACC1,"transforming, acidic coiled-coil containing protein 1",8,38585704,38710546,post
286,ANK1,"ankyrin 1, erythrocytic",8,41510739,41754280,post
10947,AP3M2,"adaptor-related protein complex 3, mu 2 subunit",8,42010464,42028701,post
7419,VDAC3,voltage-dependent anion channel 3,8,42249346,42263411,post
84376,HOOK3,hook homolog 3 (Drosophila),8,42752033,42885671,post
5591,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide",8,48685669,48872743,post
7336,UBE2V2,ubiquitin-conjugating enzyme E2 variant 2,8,48920960,48976511,post
51606,ATP6V1H,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H",8,54628116,54755850,post
4067,LYN,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog,8,56792386,56923936,post
6386,SDCBP,syndecan binding protein (syntenin),8,59465728,59495418,post
5862,RAB2A,"RAB2A, member RAS oncogene family",8,61429559,61536186,post
80124,VCPIP1,valosin containing protein (p97)/p47 complex interacting protein 1,8,67540746,67579482,post
6129,RPL7,ribosomal protein L7,8,74202506,74213303,post
54332,GDAP1,ganglioside-induced differentiation-associated protein 1,8,75262618,75279333,post
2171,FABP5,fatty acid binding protein 5 (psoriasis-associated),8,82192598,82197012,post
3612,IMPA1,inositol(myo)-1(or 4)-monophosphatase 1,8,82569151,82598589,post
759,CA1,carbonic anhydrase I,8,86239837,86291243,post
760,CA2,carbonic anhydrase II,8,86376081,86393693,post
1666,DECR1,"2,4-dienoyl CoA reductase 1, mitochondrial",8,91013580,91064227,post
7381,UQCRB,ubiquinol-cytochrome c reductase binding protein,8,97239310,97247862,post
92140,MTDH,metadherin,8,98656407,98742488,post
6156,RPL30,ribosomal protein L30,8,99053954,99059858,post
1345,COX6C,cytochrome c oxidase subunit VIc,8,100885428,100906290,post
26986,PABPC1,"poly(A) binding protein, cytoplasmic 1",8,101715144,101734315,post
7534,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",8,101930804,101965616,post
83988,NCALD,neurocalcin delta,8,102698771,103137135,post
528,ATP6V1C1,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1",8,104033248,104085285,post
9699,RIMS2,regulating synaptic membrane exocytosis 2,8,104512976,105268322,post
55074,OXR1,oxidation resistance 1,8,107282374,107764922,post
9694,TTC35,tetratricopeptide repeat domain 35,8,109455853,109499135,post
6641,SNTB1,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",8,121547985,121825513,post
4715,NDUFB9,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa",8,125551344,125580751,post
9897,KIAA0196,KIAA0196,8,126036502,126104082,post
51571,FAM49B,"family with sequence similarity 49, member B",8,130853716,131029375,post
23167,EFR3A,EFR3 homolog A (S. cerevisiae),8,132916335,133025889,post
10397,NDRG1,N-myc downstream regulated 1,8,134249414,134314265,post
83696,TRAPPC9,trafficking protein particle complex 9,8,140742586,141468678,post
5747,PTK2,PTK2 protein tyrosine kinase 2,8,141667999,142012315,post
575,BAI1,brain-specific angiogenesis inhibitor 1,8,143545377,143626346,post
23237,ARC,activity-regulated cytoskeleton-associated protein,8,143692410,143695833,post
66004,LYNX1,Ly6/neurotoxin 1,8,143845752,143859640,post
4062,LY6H,"lymphocyte antigen 6 complex, locus H",8,144239331,144242128,post
1936,EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),8,144661898,144679845,post
65263,PYCRL,pyrroline-5-carboxylate reductase-like,8,144686083,144691943,post
23513,SCRIB,scribbled homolog (Drosophila),8,144873090,144897549,post
83481,EPPK1,epiplakin 1,8,144939912,144947434,post
1537,CYC1,cytochrome c-1,8,145149960,145152427,post
81858,SHARPIN,SHANK-associated RH domain interactor,8,145153536,145159140,post
51160,VPS28,vacuolar protein sorting 28 homolog (S. cerevisiae),8,145649000,145653927,post
6132,RPL8,ribosomal protein L8,8,146015155,146017805,post
50808,AK3,adenylate kinase 3,9,4711155,4742043,post
5789,PTPRD,"protein tyrosine phosphatase, receptor type, D",9,8314246,10612723,post
6456,SH3GL2,SH3-domain GRB2-like 2,9,17578953,17797127,post
6194,RPS6,ribosomal protein S6,9,19375713,19380252,post
4712,NDUFB6,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa",9,32552997,32573160,post
3301,DNAJA1,"DnaJ (Hsp40) homolog, subfamily A, member 1",9,33025209,33039905,post
1271,CNTFR,ciliary neurotrophic factor receptor,9,34551430,34590121,post
11258,DCTN3,dynactin 3 (p22),9,34613548,34620478,post
23349,KIAA1045,KIAA1045,9,34957605,34984679,post
7415,VCP,valosin-containing protein,9,35056061,35073246,post
30968,STOML2,stomatin (EPB72)-like 2,9,35099888,35103154,post
7169,TPM2,tropomyosin 2 (beta),9,35681989,35691017,post
7094,TLN1,talin 1,9,35696945,35732392,post
152007,GLIPR2,GLI pathogenesis-related 2,9,36136102,36163910,post
1211,CLTA,"clathrin, light chain A",9,36190892,36304778,post
9380,GRHPR,glyoxylate reductase/hydroxypyruvate reductase,9,37422663,37436987,post
9414,TJP2,tight junction protein 2 (zona occludens 2),9,71766562,71870120,post
216,ALDH1A1,"aldehyde dehydrogenase 1 family, member A1",9,75515578,75695358,post
301,ANXA1,annexin A1,9,75766673,75785309,post
158471,PRUNE2,prune homolog 2 (Drosophila),9,79226292,79521003,post
9630,GNA14,"guanine nucleotide binding protein (G protein), alpha 14",9,80037995,80263223,post
2776,GNAQ,"guanine nucleotide binding protein (G protein), q polypeptide",9,80331003,80646374,post
3190,HNRNPK,heterogeneous nuclear ribonucleoprotein K,9,86582998,86595569,post
4915,NTRK2,"neurotrophic tyrosine kinase, receptor, type 2",9,87283466,87638505,post
54769,DIRAS2,"DIRAS family, GTP-binding RAS-like 2",9,93372114,93405386,post
549,AUH,AU RNA binding protein/enoyl-CoA hydratase,9,93976097,94124206,post
3376,IARS,isoleucyl-tRNA synthetase,9,94972489,95056038,post
7111,TMOD1,tropomodulin 1,9,100263921,100363536,post
7464,CORO2A,"coronin, actin binding protein, 2A",9,100883257,100954922,post
9568,GABBR2,"gamma-aminobutyric acid (GABA) B receptor, 2",9,101050391,101471479,post
11217,AKAP2,A kinase (PRKA) anchor protein 2,9,112542589,112934792,post
114299,PALM2,paralemmin 2,9,112542589,112934792,post
84263,HSDL2,hydroxysteroid dehydrogenase like 2,9,115142217,115234690,post
23307,FKBP15,"FK506 binding protein 15, 133kDa",9,115923286,115983641,post
9550,ATP6V1G1,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1",9,117350026,117360653,post
3371,TNC,tenascin C,9,117782806,117880486,post
23245,ASTN2,astrotactin 2,9,119187507,120177348,post
22954,TRIM32,tripartite motif-containing 32,9,119449581,119463579,post
1620,DBC1,deleted in bladder cancer 1,9,121915736,122131745,post
51552,RAB14,"RAB14, member RAS oncogene family",9,123940415,123985292,post
2934,GSN,gelsolin,9,123970075,124095121,post
2040,STOM,stomatin,9,124101355,124132531,post
153090,DAB2IP,DAB2 interacting protein,9,124329336,124547809,post
4702,NDUFA8,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa",9,124906337,124922098,post
11224,RPL35,ribosomal protein L35,9,127620159,127624260,post
81873,ARPC5L,"actin related protein 2/3 complex, subunit 5-like",9,127624409,127640003,post
3309,HSPA5,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",9,127997132,128003609,post
26130,GAPVD1,GTPase activating protein and VPS9 domains 1,9,128024073,128129486,post
6136,RPL12,ribosomal protein L12,9,130209953,130213684,post
90678,LRSAM1,leucine rich repeat and sterile alpha motif containing 1,9,130213784,130265778,post
6812,STXBP1,syntaxin binding protein 1,9,130374544,130457460,post
203,AK1,adenylate kinase 1,9,130628759,130640022,post
1759,DNM1,dynamin 1,9,130965658,131017527,post
2801,GOLGA2,golgin A2,9,131018108,131038274,post
10999,SLC27A4,"solute carrier family 27 (fatty acid transporter), member 4",9,131102840,131123502,post
6709,SPTAN1,"spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)",9,131314869,131395941,post
2021,ENDOG,endonuclease G,9,131580753,131584956,post
56262,LRRC8A,"leucine rich repeat containing 8 family, member A",9,131644391,131680318,post
56904,SH3GLB2,SH3-domain GRB2-like endophilin B2,9,131769315,131790582,post
1384,CRAT,carnitine O-acetyltransferase,9,131857075,131873468,post
7248,TSC1,tuberous sclerosis 1,9,135766735,135820020,post
6130,RPL7A,ribosomal protein L7a,9,136215069,136218281,post
7410,VAV2,vav 2 guanine nucleotide exchange factor,9,136627016,136857726,post
10439,OLFM1,olfactomedin 1,9,137967089,138013025,post
26086,GPSM1,G-protein signaling modulator 1,9,139221932,139254057,post
2902,GRIN1,"glutamate receptor, ionotropic, N-methyl D-aspartate 1",9,140032842,140063207,post
10383,TUBB2C,"tubulin, beta 2C",9,140135665,140138159,post
22884,WDR37,WD repeat domain 37,10,1095478,1178237,post
5214,PFKP,"phosphofructokinase, platelet",10,3109712,3179904,post
1645,AKR1C1,"aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)",10,5000044,5022159,post
1646,AKR1C2,"aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)",10,5029967,5060207,post
51806,CALML5,calmodulin-like 5,10,5540660,5541510,post
2665,GDI2,GDP dissociation inhibitor 2,10,5807186,5884095,post
509,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",10,7830092,7849778,post
221061,FAM171A1,"family with sequence similarity 171, member A1",10,15253642,15413097,post
7431,VIM,vimentin,10,17270258,17279592,post
10529,NEBL,nebulette,10,21068902,21463116,post
5305,PIP4K2A,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha",10,22823766,23003503,post
56243,KIAA1217,KIAA1217,10,23983675,24836772,post
57584,ARHGAP21,Rho GTPase activating protein 21,10,24872538,25012597,post
57512,GPR158,G protein-coupled receptor 158,10,25463991,25891155,post
10006,ABI1,abl-interactor 1,10,27035522,27149959,post
91452,ACBD5,acyl-CoA binding domain containing 5,10,27484144,27531068,post
22931,RAB18,"RAB18, member RAS oncogene family",10,27793197,27829092,post
143098,MPP7,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)",10,28339922,28571067,post
3799,KIF5B,kinesin family member 5B,10,32297938,32345359,post
219771,CCNY,cyclin Y,10,35535953,35860852,post
55753,OGDHL,oxoglutarate dehydrogenase-like,10,50942689,50970425,post
11130,ZWINT,ZW10 interactor,10,58116989,58121036,post
55847,CISD1,CDGSH iron sulfur domain 1,10,60028818,60049346,post
7019,TFAM,"transcription factor A, mitochondrial",10,60144782,60158981,post
288,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",10,61788159,62493248,post
9559,VPS26A,vacuolar protein sorting 26 homolog A (S. pombe),10,70883268,70932617,post
3098,HK1,hexokinase 1,10,71029740,71161638,post
56681,SAR1A,SAR1 homolog A (S. cerevisiae),10,71909960,71930279,post
90550,CCDC109A,coiled-coil domain containing 109A,10,74451889,74647452,post
310,ANXA7,annexin A7,10,75135203,75173834,post
5532,PPP3CB,"protein phosphatase 3, catalytic subunit, beta isozyme",10,75196186,75255782,post
9632,SEC24C,"SEC24 family, member C (S. cerevisiae)",10,75504132,75531919,post
818,CAMK2G,calcium/calmodulin-dependent protein kinase II gamma,10,75572259,75634343,post
7414,VCL,vinculin,10,75757872,75879918,post
7417,VDAC2,voltage-dependent anion channel 2,10,76969912,76991206,post
118881,COMTD1,catechol-O-methyltransferase domain containing 1,10,76993727,76995788,post
3778,KCNMA1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",10,78629360,79398353,post
311,ANXA11,annexin A11,10,81910645,81965433,post
2746,GLUD1,glutamate dehydrogenase 1,10,88810243,88854623,post
84896,ATAD1,"ATPase family, AAA domain containing 1",10,89511269,89601100,post
9585,KIF20B,kinesin family member 20B,10,91461367,91534700,post
22849,CPEB3,cytoplasmic polyadenylation element binding protein 3,10,93808399,94050844,post
54536,EXOC6,exocyst complex component 6,10,94594470,94819250,post
9211,LGI1,"leucine-rich, glioma inactivated 1",10,95517642,95557916,post
10580,SORBS1,sorbin and SH3 domain containing 1,10,97071528,97321171,post
29760,BLNK,B-cell linker,10,97951013,98031333,post
5223,PGAM1,phosphoglycerate mutase 1 (brain),10,99185917,99193198,post
60370,AVPI1,arginine vasopressin-induced 1,10,99437181,99447080,post
401647,GOLGA7B,"golgin A7 family, member B",10,99609996,99627782,post
55118,CRTAC1,cartilage acidic protein 1,10,99624757,99790585,post
2805,GOT1,"glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)",10,101156627,101190381,post
10613,ERLIN1,ER lipid raft associated 1,10,101909848,101948091,post
4714,NDUFB8,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa",10,102283497,102289757,post
81855,SFXN3,sideroflexin 3,10,102790991,102800998,post
5662,PSD,pleckstrin and Sec7 domain containing,10,104162376,104181296,post
10121,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",10,104238986,104262468,post
9118,INA,"internexin neuronal intermediate filament protein, alpha",10,105036920,105050108,post
84833,USMG5,up-regulated during skeletal muscle growth 5 homolog (mouse),10,105148798,105156223,post
9644,SH3PXD2A,SH3 and PX domains 2A,10,105353784,105615301,post
9748,SLK,STE20-like kinase,10,105726959,105788991,post
9446,GSTO1,glutathione S-transferase omega 1,10,105995114,106027215,post
120,ADD3,adducin 3 (gamma),10,111756126,111895323,post
9126,SMC3,structural maintenance of chromosomes 3,10,112327449,112364394,post
3983,ABLIM1,actin binding LIM protein 1,10,116190872,116444414,post
259217,HSPA12A,heat shock 70kDa protein 12A,10,118430703,118502085,post
57698,KIAA1598,KIAA1598,10,118643742,118765113,post
22841,RAB11FIP2,RAB11 family interacting protein 2 (class I),10,119764427,119806114,post
9531,BAG3,BCL2-associated athanogene 3,10,121410882,121437331,post
59338,PLEKHA1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",10,124134173,124191867,post
1793,DOCK1,dedicator of cytokinesis 1,10,128593978,129250781,post
10570,DPYSL4,dihydropyrimidinase-like 4,10,134000404,134019266,post
282974,STK32C,serine/threonine kinase 32C,10,134020994,134145353,post
60626,RIC8A,resistance to inhibitors of cholinesterase 8 homolog A (C. elegans),11,208530,215113,post
3265,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,11,532242,537287,post
6888,TALDO1,transaldolase 1,11,747329,765024,post
51286,CEND1,cell cycle exit and neuronal differentiation 1,11,787104,790123,post
79751,SLC25A22,"solute carrier family 25 (mitochondrial carrier: glutamate), member 22",11,790475,796221,post
161,AP2A2,"adaptor-related protein complex 2, alpha 2 subunit",11,925841,1012240,post
54472,TOLLIP,toll interacting protein,11,1295601,1330852,post
4676,NAP1L4,nucleosome assembly protein 1-like 4,11,2965661,3013607,post
391,RHOG,"ras homolog gene family, member G (rho G)",11,3848208,3862184,post
6240,RRM1,ribonucleotide reductase M1,11,4115924,4160106,post
10612,TRIM3,tripartite motif-containing 3,11,6469845,6495214,post
1200,TPP1,tripeptidyl peptidase I,11,6633997,6640692,post
10527,IPO7,importin 7,11,9406169,9469673,post
81846,SBF2,SET binding factor 2,11,9800216,10315754,post
6207,RPS13,ribosomal protein S13,11,17095939,17099220,post
3939,LDHA,lactate dehydrogenase A,11,18415935,18429765,post
7251,TSG101,tumor susceptibility gene 101,11,18501860,18548489,post
84867,PTPN5,"protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)",11,18749475,18814268,post
55327,LIN7C,lin-7 homolog C (C. elegans),11,27516124,27528303,post
55346,TCP11L1,t-complex 11 (mouse)-like 1,11,33060963,33106666,post
966,CD59,"CD59 molecule, complement regulatory protein",11,33724558,33758025,post
847,CAT,catalase,11,34460487,34493609,post
8050,PDHX,"pyruvate dehydrogenase complex, component X",11,34937677,35017675,post
6506,SLC1A2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",11,35272753,35441610,post
51144,HSD17B12,hydroxysteroid (17-beta) dehydrogenase 12,11,43702143,43878160,post
2132,EXT2,exostosin 2,11,44117099,44266979,post
9479,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1,11,45907202,45928016,post
8525,DGKZ,"diacylglycerol kinase, zeta 104kDa",11,46354739,46402104,post
392,ARHGAP1,Rho GTPase activating protein 1,11,46698634,46722120,post
9793,CKAP5,cytoskeleton associated protein 5,11,46765086,46867843,post
84364,ARFGAP2,ADP-ribosylation factor GTPase activating protein 2,11,47185854,47198419,post
8567,MADD,MAP-kinase activating death domain,11,47290712,47351582,post
5702,PSMC3,"proteasome (prosome, macropain) 26S subunit, ATPase, 3",11,47440320,47448024,post
4722,NDUFS3,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)",11,47600632,47606113,post
23788,MTCH2,mitochondrial carrier homolog 2 (C. elegans),11,47638858,47664206,post
349667,RTN4RL2,reticulon 4 receptor-like 2,11,57228317,57244429,post
1500,CTNND1,"catenin (cadherin-associated protein), delta 1",11,57529234,57586651,post
9066,SYT7,synaptotagmin VII,11,61282793,61348298,post
2495,FTH1,"ferritin, heavy polypeptide 1",11,61731759,61735132,post
79026,AHNAK,AHNAK nucleoprotein,11,62201016,62314332,post
1937,EEF1G,eukaryotic translation elongation factor 1 gamma,11,62327075,62359649,post
26229,B3GAT3,"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)",11,62382769,62389448,post
2785,GNG3,"guanine nucleotide binding protein (G protein), gamma 3",11,62475114,62476675,post
6520,SLC3A2,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2",11,62623518,62656352,post
10313,RTN3,reticulon 3,11,63448922,63527337,post
